xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.3-1
xorg-xwayland 22.1.5-1
xorgproto 2022.2-1
xournalpp 1.1.2-1
xsel 1.2.0.20200527-2
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.7-1
yaml-cpp 0.7.0-2
yay 11.3.0-1
youtube-dl 2021.12.17-1
zbar 0.23.90-1
zeitgeist 1.0.4-1
zenity 3.43.0-1
zensu 0.3-7
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.13-1
zoom 5.12.6-1
zsh 5.9-1
zstd 1.5.2-7
zvbi 0.2.37-1
zxing-cpp 1.4.0-1
zziplib 0.13.72-1
